player_name,teams,end_year,start_year,years,pa,defense,position_adj,dWAR,park_wOBA,OPS_plus,wRC_plus,rAA,oWAR,replacement,noD_WAR,WAR
Brett Nicholas,Mil,2019,2018,2,675,-3.435,9.847,0.64,0.3066,96.5535,94.8605,-3.700,-0.37,19.29,2.54,2.20
Brett Phillips,Mil,2019,2017,2,105,2.107,-0.833,0.13,0.1844,20.8906,1.8791,-10.900,-1.09,3.00,-0.87,-0.66
Brett Pill,Cin/,2014,2012,3,1219,-34.946,-13.417,-4.84,0.3127,102.9275,100.0309,-0.070,-0.01,34.83,2.13,-1.36
Brett Wallace,Min/,2017,2011,6,1673,-19.241,-18.420,-3.77,0.2852,80.5411,77.2000,-41.200,-4.11,47.80,-1.17,-3.10
Breyvic Valera,StL/,2019,2018,2,574,1.773,1.337,0.31,0.3040,94.1333,93.0440,-4.350,-0.43,16.40,1.34,1.52
Brian Anderson,Det/,2019,2007,6,1394,7.629,-0.597,0.70,0.2670,65.6444,62.7630,-57.080,-5.71,39.83,-1.79,-1.03
Brian Barden,LAD/,2009,2007,2,326,0.000,1.350,0.14,0.3363,97.0049,96.7794,-1.270,-0.12,9.31,0.95,0.95
Brian Barton,Mil,2007,2007,1,240,0.000,0.857,0.09,0.3660,111.0800,115.8600,4.620,0.46,6.86,1.23,1.23
Brian Bogusevic,Mil/,2016,2013,4,668,8.212,-8.974,-0.08,0.2955,90.6217,90.2244,-6.710,-0.67,19.09,0.34,1.16
Brian Buscher,PHI,2010,2009,2,772,0.000,2.757,0.28,0.3476,108.8038,109.6282,8.500,0.85,22.06,3.33,3.33
Brian Dallimore,SF,2006,2006,1,685,0.000,2.446,0.24,0.3440,105.0800,107.9100,6.290,0.63,19.57,2.83,2.83
Brian Daubach,Det/,2007,2006,2,850,0.000,-17.086,-1.71,0.3784,124.8577,126.2074,26.820,2.69,24.29,3.41,3.41
Brian Dopirak,TOR,2009,2009,1,2,0.000,-0.036,0.00,0.4465,168.5000,178.5800,0.180,0.02,0.06,0.02,0.02
Brian Dozier,Tex,2019,2014,6,3379,7.918,13.175,2.12,0.3205,105.5018,107.1915,25.230,2.54,96.54,13.51,14.30
Brian Giles,CHA/,2010,2007,4,1557,0.000,-16.682,-1.67,0.3538,109.5311,111.1329,20.520,2.05,44.49,4.83,4.83
Brian McCann,Bal/,2019,2006,12,5384,-5.288,97.289,9.20,0.3214,97.9596,97.4090,-11.710,-1.17,153.83,23.94,23.41
Brian Myrow,LAD/,2010,2008,2,214,0.000,-4.436,-0.45,0.3031,77.7009,78.1036,-5.450,-0.55,6.11,-0.38,-0.38
Brian N. Anderson,CWS,2006,2006,1,530,0.000,1.893,0.19,0.3080,84.6600,83.1200,-10.380,-1.04,15.14,0.66,0.66
Brian Roberts,Bos/,2014,2008,7,3704,2.273,13.138,1.54,0.3327,99.2225,103.2715,13.810,1.37,105.83,13.27,13.49
Brian Schneider,MIL/,2011,2006,6,1512,-0.544,26.970,2.65,0.2977,77.9906,76.4981,-41.250,-4.12,43.20,2.90,2.84
Brock Holt,Was/,2019,2014,6,2181,-9.645,7.668,-0.18,0.2950,87.3284,87.4806,-28.030,-2.80,62.32,4.20,3.23
Brock Stassi,Min,2019,2019,1,472,0.418,-11.497,-1.11,0.2914,80.8900,82.6500,-8.680,-0.87,13.49,-0.67,-0.63
Bronson Sardinha,NYA,2012,2011,2,553,-1.508,-4.631,-0.62,0.2708,67.8418,64.0801,-20.940,-2.10,15.80,-0.98,-1.13
Brooks Conrad,ChA/,2015,2007,2,806,-0.925,-6.495,-0.75,0.3281,106.0838,104.9886,3.910,0.39,23.03,2.04,1.95
Bruce Maxwell,Cin,2019,2017,3,455,-1.451,4.054,0.27,0.3286,108.1486,111.2090,5.390,0.54,13.00,2.25,2.10
Bryan Anderson,ChN,2014,2011,3,526,-3.877,9.396,0.55,0.2971,86.0210,84.3039,-8.640,-0.86,15.03,1.58,1.20
Bryan Holaday,Cin,2018,2018,1,587,-1.869,11.141,0.93,0.2522,60.1900,53.8000,-28.360,-2.84,16.77,-0.05,-0.24
Bryan LaHair,SD/B,2014,2010,5,1433,-15.189,-25.069,-4.02,0.3187,101.6979,101.3153,2.320,0.23,40.94,1.82,0.30
Bryan Petersen,LAN,2013,2012,2,350,2.577,-3.357,-0.08,0.2488,53.5358,50.2268,-18.810,-1.88,10.00,-1.22,-0.96
Bryce Brentz,LAA,2015,2014,2,567,-2.319,-6.843,-0.92,0.2991,96.4921,93.4689,-3.770,-0.38,16.20,0.56,0.32
Bryce Harper,Tam/,2019,2013,7,4580,49.120,-54.503,-0.52,0.3841,149.3073,156.4281,266.240,26.63,130.86,34.27,39.18
Bubba Crosby,ChA/,2007,2006,2,248,0.000,-2.657,-0.27,0.2235,29.7877,22.5802,-22.810,-2.28,7.09,-1.84,-1.84
Buck Coats,LAD,2008,2008,1,10,0.000,-0.107,-0.01,0.1974,12.0500,5.0400,-1.110,-0.11,0.29,-0.09,-0.09
Bucky Jacobsen,WAS,2006,2006,1,116,0.000,-2.071,-0.21,0.2754,61.2300,60.6300,-5.300,-0.53,3.31,-0.41,-0.41
Buster Posey,Pit/,2019,2010,11,5716,9.155,41.012,5.01,0.3198,104.1573,104.8936,28.200,2.82,163.31,23.25,24.17
Byron Buxton,Oak,2019,2015,5,2987,137.992,11.650,14.96,0.3019,94.3521,93.3631,-20.700,-2.06,85.34,7.64,21.44
Byung-Ho Park,Tam/,2017,2017,2,450,-0.293,-7.850,-0.81,0.3155,101.9438,101.4110,0.660,0.06,12.86,0.56,0.53
C.J. Cron,Phi/,2019,2016,3,1419,-5.825,-28.792,-3.45,0.3096,99.7171,97.6898,-3.650,-0.36,40.54,0.81,0.23
Caleb Gindl,NYA,2016,2014,3,180,-0.559,-2.371,-0.29,0.2705,70.5999,67.8122,-5.880,-0.59,5.14,0.77,0.71
Caleb Joseph,Hou/,2017,2015,3,717,0.180,15.053,1.52,0.2608,67.8423,61.5155,-28.920,-2.89,20.49,0.66,0.68
Cameron Maybin,Ari/,2019,2012,7,2540,-3.435,-0.315,-0.38,0.3268,105.7931,110.5750,26.210,2.62,72.57,10.29,9.95
Cameron Rupp,Tam/,2018,2017,3,341,-2.033,7.229,0.52,0.2875,82.6602,80.4432,-6.980,-0.69,9.74,1.01,0.80
Carl Crawford,Mia/,2016,2006,11,7030,36.009,-67.863,-3.19,0.3421,107.4147,112.3516,99.740,9.98,200.86,23.28,26.88
Carl Everett,WAS,2006,2006,1,189,0.000,-4.725,-0.47,0.2755,66.2900,60.7200,-8.610,-0.86,5.40,-0.79,-0.79
Carlos Asuaje,LAA,2018,2018,1,118,-0.223,0.409,0.02,0.2578,57.6800,58.0500,-5.180,-0.52,3.37,-0.14,-0.16
Carlos Beltran,Bal/,2017,2006,12,7119,-50.964,-15.932,-6.70,0.3482,115.2056,116.3125,135.710,13.57,203.40,32.32,27.22
Carlos Corporan,Col/,2013,2011,2,49,-0.307,0.957,0.06,0.1876,15.2784,1.8182,-5.050,-0.51,1.40,-0.27,-0.31
Carlos Correa,Oak,2019,2016,4,2524,0.209,26.523,2.68,0.3692,138.3878,144.2927,115.850,11.58,72.11,21.44,21.46
Carlos Delgado,BOS,2010,2007,4,2288,0.000,-40.857,-4.09,0.3316,97.0508,96.2968,-9.050,-0.90,65.37,1.55,1.55
Carlos Gomez,Atl/,2019,2008,10,4647,142.199,5.118,14.74,0.3062,94.1418,95.0521,-25.260,-2.52,132.77,11.27,25.49
Carlos Gonzalez,Sea/,2019,2008,10,5719,27.884,-57.068,-2.92,0.3442,117.1720,119.8280,119.380,11.95,163.40,22.58,25.37
Carlos Guillen,Sea/,2012,2006,6,3414,-11.690,-16.022,-2.76,0.3689,123.6600,125.3668,99.670,9.97,97.54,18.12,16.95
Carlos Lee,Was/,2013,2006,8,4719,-19.205,-46.170,-6.52,0.3368,105.3521,103.9513,21.450,2.15,134.83,11.02,9.10
Carlos Pena,Det/,2014,2006,9,4020,2.008,-74.499,-7.25,0.3709,128.6531,131.3358,143.840,14.38,114.86,18.42,18.62
Carlos Perez,NYA,2019,2015,4,599,-3.120,12.551,0.94,0.2420,53.9106,47.0324,-32.450,-3.25,17.11,-0.28,-0.60
Carlos Quentin,SD/K,2016,2007,8,3523,-33.529,-45.281,-7.89,0.3537,119.7638,122.7739,85.210,8.51,100.66,14.17,10.82
Carlos Ruiz,Bal/,2017,2007,11,3894,-0.063,50.909,5.08,0.3204,100.3920,100.4983,0.950,0.11,111.26,16.33,16.32
Carlos Sanchez,Hou,2015,2013,3,162,1.095,-0.171,0.09,0.3517,123.6388,132.6643,5.390,0.54,4.63,0.99,1.10
Carlos Santana,ChA/,2019,2010,9,5271,-30.936,10.484,-2.05,0.3271,105.5134,108.9247,49.210,4.93,150.60,21.04,17.95
Carlos Triunfel,Min,2013,2013,1,34,-0.531,0.398,-0.01,0.3052,104.7500,93.9800,-0.220,-0.02,0.97,0.12,0.06
Carson Kelly,Bos,2019,2019,1,97,-0.155,1.940,0.18,0.2590,59.9000,58.1600,-4.300,-0.43,2.77,0.04,0.03
Casey Blake,Tex/,2012,2006,6,2189,0.106,-13.802,-1.37,0.3215,92.3068,90.6561,-23.450,-2.36,62.54,2.52,2.53
Casey Gillaspie,Mil/,2018,2017,3,275,-0.707,-5.328,-0.60,0.3041,92.0201,93.1287,-1.990,-0.21,7.86,0.04,-0.03
Casey Kotchman,Cle/,2013,2009,4,1946,4.075,-35.453,-3.13,0.3310,102.9141,103.3678,8.530,0.86,55.60,2.87,3.28
Casey McGehee,NYN/,2016,2010,5,1633,-11.793,-3.220,-1.51,0.3000,87.1490,85.2246,-25.970,-2.61,46.66,1.74,0.56
Casper Wells,Det,2013,2011,3,448,-0.300,-2.972,-0.33,0.3240,110.2184,106.2439,3.100,0.31,12.80,1.29,1.26
Cedric Hunter,NYA,2016,2015,2,1048,18.243,-11.695,0.66,0.3099,103.4995,102.4140,2.730,0.28,29.94,2.10,3.93
Cedric Mullins,Mil,2019,2019,1,413,1.735,-1.618,0.01,0.3044,92.3700,92.4800,-3.290,-0.33,11.80,0.69,0.86
Cesar Hernandez,Phi/,2019,2016,4,1349,7.979,4.320,1.23,0.2664,68.4227,64.4637,-49.660,-4.96,38.54,-0.67,0.13
Cesar Izturis,COL/,2009,2006,4,1676,0.000,17.957,1.79,0.2709,59.5347,55.6259,-87.820,-8.79,47.89,-2.21,-2.21
Chad Huffman,LAN/,2018,2012,3,709,-0.864,-9.621,-1.05,0.2873,78.9006,78.6732,-16.040,-1.60,20.26,-0.54,-0.62
Chad Moeller,MIN/,2010,2006,3,327,0.000,5.839,0.58,0.2682,61.5617,55.1991,-17.170,-1.72,9.34,-0.20,-0.20
Chad Pinder,Bal,2019,2017,3,617,-6.103,-3.121,-0.92,0.2849,82.4561,77.9117,-14.250,-1.42,17.63,0.03,-0.58
Chad Tracy,Mil/,2011,2006,6,2333,-0.611,-12.890,-1.36,0.3088,82.8506,81.7156,-49.780,-4.98,66.66,0.40,0.34
Chance Sisco,Tor,2019,2018,2,208,-1.413,4.207,0.28,0.2833,77.4585,76.9400,-5.030,-0.50,5.94,0.51,0.37
Charles Johnson,AZ,2006,2006,1,2,0.000,0.036,0.00,0.0000,-100.0000,-129.2900,-0.530,-0.05,0.06,-0.04,-0.04
Charlie Blackmon,ChN/,2019,2012,7,3381,-33.500,-26.460,-5.99,0.3079,95.8929,96.7730,-10.700,-1.07,96.60,5.94,2.59
Charlie Culberson,Min,2016,2016,1,5,-0.017,0.021,0.00,0.2506,66.7300,55.2400,-0.220,-0.02,0.14,0.00,-0.01
Charlie Tilson,Atl,2018,2016,3,293,-0.725,-3.901,-0.46,0.2343,47.1000,39.9422,-18.110,-1.81,8.37,-1.36,-1.44
Chase d'Arnaud,LAN,2013,2013,1,135,-0.705,0.713,0.00,0.2078,37.5000,21.0400,-11.380,-1.14,3.86,-0.68,-0.75
Chase Headley,SD/D,2019,2009,10,5172,59.210,11.464,7.08,0.3171,100.9257,102.0979,11.840,1.18,147.77,17.10,23.03
Chase Utley,Tam/,2018,2007,12,5913,42.740,19.878,6.26,0.3518,116.2037,120.5568,136.780,13.67,168.94,32.55,36.83
Cheslor Cuthbert,Mil,2017,2017,1,287,-1.432,-2.635,-0.41,0.3030,95.6100,91.9000,-2.440,-0.24,8.20,0.32,0.17
Chin-lung Hu,Min,2012,2008,4,1043,0.723,12.505,1.32,0.2776,71.5800,64.1484,-40.890,-4.09,29.80,0.14,0.21
Chip Ambres,MIL/,2008,2006,2,443,0.000,-4.746,-0.48,0.2877,70.8954,69.0592,-15.890,-1.59,12.66,-0.80,-0.80
Chipper Jones,ChN/,2013,2006,8,5177,-24.660,18.325,-0.63,0.3626,120.5931,123.0543,140.030,13.99,147.91,30.61,28.15
Chone Figgins,Tam/,2012,2006,7,4287,17.748,15.209,3.31,0.3417,102.9196,105.8443,30.400,3.05,122.49,16.82,18.60
Chris Aguila,Phi,2007,2007,1,76,0.000,-0.814,-0.08,0.2273,32.7800,24.4700,-6.970,-0.70,2.17,-0.56,-0.56
Chris B. Young,SD/C,2018,2011,5,1556,21.745,1.792,2.35,0.3229,108.3435,108.8043,14.670,1.47,44.46,6.10,8.27
Chris Burke,TB/H,2009,2006,4,1415,0.000,2.539,0.26,0.3193,89.2737,87.4688,-20.480,-2.05,40.43,2.25,2.25
Chris Carter,NYN/,2017,2008,8,3775,-15.472,-75.569,-9.11,0.3504,122.6944,124.6751,97.980,9.79,107.86,13.02,11.47
Chris Clapinski,COL,2006,2006,1,442,0.000,1.579,0.16,0.2924,74.9000,72.3600,-14.170,-1.42,12.63,0.00,0.00
Chris Coghlan,Mil/,2018,2010,9,3090,-11.203,-21.237,-3.25,0.3163,97.0975,97.8452,-6.970,-0.71,88.29,7.37,6.25
Chris Colabello,Mil/,2016,2014,3,1062,-15.675,-18.150,-3.38,0.3267,112.8910,114.7548,15.670,1.56,30.34,2.78,1.21
Chris Coste,NYY/,2009,2006,4,874,0.000,15.607,1.56,0.2675,57.1208,52.9604,-48.150,-4.82,24.97,-0.76,-0.76
Chris Davis,Ari/,2018,2009,8,4825,2.601,-83.734,-8.11,0.3360,114.4435,116.3927,76.870,7.69,137.86,13.10,13.36
Chris Denorfia,ChA/,2016,2007,9,2302,22.496,-18.973,0.35,0.3297,102.1135,102.2082,8.730,0.88,65.77,5.56,7.81
Chris Dickerson,CLE/,2010,2009,2,322,0.000,-1.107,-0.11,0.3393,102.3991,103.9119,1.410,0.14,9.20,0.95,0.95
Chris Duffy,AZD/,2008,2006,3,1431,0.000,5.111,0.51,0.3179,86.6010,87.1282,-22.090,-2.21,40.89,2.39,2.39
Chris Duncan,TEX/,2008,2006,3,883,0.000,-9.582,-0.96,0.3109,82.4374,80.8477,-20.250,-2.02,25.23,-0.46,-0.46
Chris Frey,Mil,2011,2011,1,185,-0.001,-0.313,-0.03,0.2609,63.6200,57.5700,-8.230,-0.82,5.29,-0.32,-0.32
Chris Getz,Mil/,2013,2010,3,1466,2.756,5.276,0.80,0.3068,86.3466,85.5677,-22.820,-2.29,41.89,2.43,2.70
Chris Gimenez,Pit/,2011,2009,3,434,-1.342,7.661,0.64,0.3536,118.1391,117.8257,8.890,0.89,12.40,2.90,2.76
Chris Gomez,TEX/,2008,2006,3,668,0.000,-1.707,-0.17,0.3225,91.1254,89.3841,-8.020,-0.80,19.09,0.94,0.94
Chris Heintz,Tor,2007,2007,1,45,0.000,0.804,0.08,0.1783,4.7200,-7.8400,-5.890,-0.59,1.29,-0.38,-0.38
Chris Heisey,Min/,2015,2011,5,1110,0.008,-10.008,-1.00,0.3202,102.6696,102.5798,3.440,0.33,31.72,2.50,2.50
Chris Herrmann,ChN/,2015,2014,2,183,-0.227,3.378,0.32,0.2256,44.5920,33.2389,-12.420,-1.25,5.23,-0.39,-0.41
Chris Iannetta,LAN/,2019,2007,12,4554,-28.694,77.196,4.86,0.3104,93.6274,94.9795,-26.540,-2.65,130.12,18.08,15.21
Chris Johnson,NYA/,2016,2011,5,2308,-60.052,5.345,-5.47,0.2903,85.6189,81.7918,-42.920,-4.30,65.94,2.83,-3.18
Chris Nelson,Mil,2016,2016,1,166,-1.027,-1.365,-0.24,0.2488,64.0900,53.8400,-7.590,-0.76,4.74,-0.42,-0.53
Chris Okey,KC,2019,2019,1,7,-0.059,0.138,0.01,0.0000,-100.0000,-137.2600,-1.760,-0.18,0.20,-0.15,-0.15
Chris Owings,Mil/,2019,2014,7,2017,-7.707,17.984,1.04,0.2867,85.3488,81.3880,-38.830,-3.89,57.63,3.67,2.90
Chris Parmelee,Mil/,2017,2014,4,817,1.912,-11.319,-0.94,0.2924,87.9986,86.2093,-11.710,-1.17,23.34,0.03,0.22
Chris Richard,ARI,2010,2010,1,119,0.000,-2.125,-0.21,0.3722,124.2200,126.7100,3.640,0.36,3.40,0.49,0.49
Chris Shaw,Bos,2019,2019,1,4,0.000,-0.100,-0.01,0.3886,138.2400,155.9800,0.240,0.02,0.11,0.02,0.02
Chris Shelton,CIN/,2010,2006,5,1753,0.000,-32.811,-3.29,0.3897,135.2298,135.8393,73.780,7.39,50.09,9.12,9.12
Chris Snelling,COL,2006,2006,1,728,0.000,-7.800,-0.78,0.3534,115.4800,114.4300,12.190,1.22,20.80,2.52,2.52
Chris Snyder,Phi/,2014,2007,7,2353,-6.320,42.828,3.65,0.2789,68.4851,65.6152,-94.310,-9.42,67.23,1.59,0.95
Chris Stewart,StL/,2017,2010,4,164,-0.354,2.357,0.20,0.3381,107.5898,109.7969,1.790,0.18,4.69,0.88,0.85
Chris Taylor,Pit/,2019,2015,5,2510,-4.938,25.931,2.10,0.3138,101.5537,102.2214,5.700,0.57,71.71,10.33,9.84
Chris Valaika,SF,2013,2011,3,533,-4.252,3.113,-0.11,0.2463,55.5660,47.1329,-30.040,-3.01,15.23,-1.18,-1.60
Chris Widger,BOS,2006,2006,1,198,0.000,3.536,0.35,0.2636,58.7400,52.4600,-10.920,-1.09,5.66,-0.17,-0.17
Chris Woodward,Phi/,2007,2006,2,200,0.000,-1.450,-0.14,0.2488,45.7777,40.4997,-14.150,-1.42,5.72,-0.99,-0.99
Chris Young,ChN/,2014,2008,5,2820,21.489,8.261,2.97,0.3490,115.7659,118.4554,56.320,5.63,80.57,14.51,16.66
Christhian Adames,Tor,2017,2017,1,204,6.395,1.885,0.83,0.2511,56.8300,52.2700,-10.210,-1.02,5.83,-0.25,0.39
Christian Bethancourt,Det,2019,2016,3,711,-4.695,14.432,0.98,0.2737,75.7233,69.9369,-22.380,-2.23,20.31,1.25,0.78
Christian Colon,Ari/,2019,2014,4,795,1.964,2.645,0.46,0.2919,89.8234,85.5044,-11.620,-1.16,22.72,1.38,1.57
Christian Colonel,KC,2010,2009,2,363,0.000,-1.761,-0.18,0.3295,96.3736,97.0840,-1.240,-0.12,10.37,0.74,0.74
Christian Lopes,Mil,2019,2019,1,261,-1.248,-1.462,-0.27,0.2987,90.3800,88.1700,-3.270,-0.33,7.46,0.27,0.15
Christian Vazquez,Was/,2019,2015,5,1110,-6.103,21.660,1.56,0.2902,86.9956,83.8588,-18.450,-1.85,31.72,3.49,2.88
Christian Villanueva,Ari,2016,2016,1,47,-0.009,-0.895,-0.09,0.3258,118.2000,115.9700,0.740,0.07,1.34,0.11,0.11
Christian Walker,NYA,2018,2015,3,864,-2.479,-17.815,-2.03,0.2880,84.8691,81.3352,-16.680,-1.66,24.69,-0.97,-1.22
Christian Yelich,Tex,2019,2014,6,3622,44.083,-19.679,2.43,0.3395,117.4955,122.3211,83.610,8.35,103.49,16.73,21.14
Christopher Nelson,NYA,2010,2010,1,25,0.000,0.268,0.03,0.2537,42.8000,43.8700,-1.610,-0.16,0.71,-0.06,-0.06
Christopher Roberson,AZ,2006,2006,1,231,0.000,-2.475,-0.25,0.3120,87.8700,85.8800,-3.780,-0.38,6.60,0.03,0.03
Cliff Floyd,BAL/,2008,2006,2,713,0.000,-7.639,-0.76,0.3491,109.5875,111.1969,9.280,0.92,20.37,2.19,2.19
Cliff Pennington,Col/,2015,2010,6,1901,1.712,13.750,1.56,0.3006,85.5818,84.9295,-29.470,-2.94,54.31,3.87,4.04
Clint Barmes,Col/,2016,2006,11,2880,41.916,33.379,7.53,0.2618,63.4540,57.2910,-134.220,-13.41,82.28,-1.84,2.35
Clint Robinson,NYA,2013,2012,2,562,-3.856,-10.422,-1.42,0.2951,83.6175,81.9368,-11.050,-1.11,16.06,-0.55,-0.93
Coco Crisp,LAN/,2016,2006,10,6058,-21.500,11.463,-1.00,0.3177,96.2678,98.1346,-13.400,-1.34,173.09,17.12,14.97
Cody Asche,Atl,2019,2017,3,960,-11.343,-15.610,-2.70,0.2818,79.4533,76.2143,-24.030,-2.40,27.43,-1.22,-2.35
Cody Bellinger,Pit,2019,2017,3,1457,-4.213,-14.722,-1.89,0.3769,142.5102,148.2470,73.990,7.40,41.63,10.09,9.67
Cody Clark,NYN,2010,2010,1,48,0.000,0.857,0.09,0.2180,29.2300,18.9400,-4.450,-0.45,1.37,-0.23,-0.23
Cody Ransom,SF,2012,2007,2,1197,-6.650,13.109,0.64,0.3461,110.0157,110.1651,13.490,1.35,34.20,6.08,5.42
Cody Ross,Phi/,2016,2008,7,2780,-11.351,-15.053,-2.64,0.3130,98.8438,97.8753,-6.250,-0.63,79.43,5.81,4.67
Cody Stanley,SF,2016,2015,2,647,1.980,13.202,1.52,0.2456,57.0559,51.3952,-31.530,-3.15,18.49,0.02,0.22
Colby Rasmus,SF/T,2019,2010,9,4355,24.754,-2.194,2.25,0.3258,107.4640,108.6235,37.150,3.70,124.43,15.92,18.40
Cole Armstrong,OAK,2009,2009,1,41,0.000,0.732,0.07,0.3484,105.6200,110.3100,0.490,0.05,1.17,0.24,0.24
Cole Figueroa,LAA,2015,2014,2,446,-5.295,1.719,-0.36,0.2588,67.5162,58.1093,-18.980,-1.90,12.74,-0.45,-0.98
Cole Gillespie,StL/,2012,2008,5,630,4.840,-6.786,-0.19,0.3157,93.0870,91.3548,-6.210,-0.62,18.00,0.50,0.99
Colin Moran,Bal,2019,2017,2,771,-10.700,2.271,-0.84,0.2803,77.2657,74.4692,-20.650,-2.06,22.03,0.37,-0.70
Colin Walsh,KC,2017,2016,2,306,-3.813,-0.239,-0.41,0.2507,58.5995,55.3625,-13.720,-1.37,8.74,-0.52,-0.90
Collin Cowgill,Cin,2016,2013,4,819,0.658,-7.668,-0.70,0.3061,96.5931,95.2950,-3.760,-0.39,23.40,1.18,1.25
Conor Gillaspie,KC,2016,2010,7,1732,-34.975,5.225,-2.97,0.3077,99.1854,97.4851,-5.100,-0.52,49.49,4.95,1.46
Conor Jackson,Mil/,2014,2007,6,2457,-4.563,-42.263,-4.68,0.3394,104.4600,104.3540,13.420,1.34,70.20,4.13,3.68
Cord Phelps,LAN,2015,2013,3,151,-0.440,-2.074,-0.25,0.3108,103.8826,101.2077,0.270,0.02,4.31,0.25,0.20
Corey Brown,Mil,2016,2016,1,367,9.359,-0.316,0.90,0.2998,95.7000,95.0000,-1.820,-0.18,10.49,0.84,1.77
Corey Dickerson,Bos/,2019,2014,7,3152,-8.237,-32.953,-4.11,0.3147,104.7683,103.3058,10.550,1.06,90.06,6.77,5.95
Corey Hart,KC/C,2015,2006,10,5110,-11.389,-65.839,-7.73,0.3516,119.8318,120.5336,111.860,11.18,146.00,19.20,18.06
Corey Koskie,TB,2009,2006,2,564,0.000,2.014,0.20,0.3231,92.0584,93.3961,-4.280,-0.43,16.11,1.38,1.38
Corey Patterson,NYN/,2007,2006,2,477,0.000,1.703,0.17,0.3243,92.9120,93.5063,-3.370,-0.33,13.63,1.20,1.20
Corey Seager,LAA,2019,2017,3,1948,12.722,21.050,3.38,0.2977,88.7651,88.0384,-24.610,-2.46,55.66,5.21,6.48
Cory Spangenberg,SD/K,2019,2016,4,747,-10.840,1.989,-0.89,0.2652,71.0492,65.1333,-26.130,-2.61,21.34,-0.28,-1.36
Cory Sullivan,PHI/,2008,2006,3,1458,0.000,2.579,0.25,0.2999,78.0727,75.2016,-43.280,-4.33,41.66,0.09,0.09
Cory Vaughn,NYA,2014,2014,1,111,-0.038,-1.100,-0.11,0.2911,76.9600,83.5300,-1.860,-0.19,3.17,0.02,0.01
Craig Biggio,ATL,2006,2006,1,30,0.000,0.107,0.01,0.1722,-6.3500,-10.5400,-3.850,-0.38,0.86,-0.28,-0.28
Craig Brazell,DET,2008,2008,1,668,0.000,-11.929,-1.19,0.3316,98.1200,96.7800,-2.520,-0.25,19.09,0.47,0.47
Craig Counsell,SF/F,2011,2006,4,1287,5.948,9.913,1.59,0.2881,72.3318,71.9341,-42.360,-4.23,36.77,0.44,1.03
Craig Gentry,Tex/,2015,2013,3,752,41.513,-0.043,4.15,0.3178,98.5446,105.4483,4.050,0.40,21.49,2.54,6.70
Craig Monroe,Was/,2008,2006,3,1384,0.000,-14.829,-1.49,0.2912,71.9596,68.6847,-51.050,-5.11,39.54,-2.64,-2.64
Craig Stansberry,NYN/,2011,2009,3,274,0.318,1.006,0.14,0.2839,68.9270,66.5461,-10.450,-1.04,7.83,-0.16,-0.12
Craig Wilson,LAA,2007,2007,1,55,0.000,-0.982,-0.10,0.2817,59.8500,60.3100,-2.650,-0.26,1.57,-0.20,-0.20
Cristhian Adames,Tor,2018,2018,1,90,-0.894,0.703,-0.02,0.2392,45.4600,43.8200,-5.290,-0.53,2.57,-0.20,-0.29
Cristian Guzman,ChA/,2011,2006,6,2281,-0.224,24.102,2.39,0.3110,86.9969,83.8268,-42.420,-4.23,65.17,4.70,4.68
Curt Casali,ChN/,2019,2016,3,667,-5.496,10.938,0.55,0.2819,79.2005,76.1569,-16.920,-1.69,19.06,0.45,-0.10
Curtis Granderson,Cle/,2019,2006,10,5402,-32.318,-17.807,-5.01,0.3365,111.0844,112.8258,71.250,7.13,154.34,20.79,17.55
Curtis Thigpen,MIL,2008,2008,1,82,0.000,-1.464,-0.15,0.4500,171.4000,177.7700,7.460,0.75,2.34,0.84,0.84
D'Angelo Jimenez,CLV/,2008,2006,2,933,0.000,3.332,0.34,0.3028,78.2237,77.8627,-24.070,-2.41,26.66,0.59,0.59
D.J. LeMahieu,Atl,2016,2014,3,915,3.362,6.085,0.94,0.2680,74.5725,67.9949,-29.840,-2.99,26.14,0.23,0.57
D.J. Stewart,ChN,2019,2019,1,526,-4.453,-6.043,-1.05,0.2761,71.6000,71.1200,-16.100,-1.61,15.03,-0.71,-1.16
Dae-ho Lee,ChN,2017,2017,1,226,-0.131,-4.777,-0.49,0.3367,115.4400,117.6400,4.180,0.42,6.46,0.59,0.58
Dallas McPherson,LAA/,2012,2006,5,1813,-9.026,-7.809,-1.69,0.3478,115.8665,116.6441,32.740,3.27,51.80,7.67,6.77
Damian Jackson,ChN/,2007,2006,2,646,0.000,6.571,0.66,0.3112,80.5579,84.9506,-11.380,-1.13,18.46,1.37,1.37
Damian Miller,Min/,2007,2006,2,598,0.000,10.678,1.07,0.2653,58.1676,52.3985,-33.080,-3.31,17.09,-0.53,-0.53
Damion Easley,ARI/,2009,2006,3,251,0.000,-0.346,-0.03,0.2667,56.6455,53.6750,-13.660,-1.37,7.17,-0.69,-0.69
Damon Hollins,Flo/,2007,2006,2,178,0.000,-1.907,-0.19,0.2733,55.9775,59.2126,-8.450,-0.84,5.09,-0.52,-0.52
Dan Butler,Bal/,2015,2013,3,274,-2.574,4.493,0.19,0.2921,87.3037,85.0778,-4.170,-0.42,7.83,0.81,0.56
Dan Johnson,NYA/,2014,2006,7,3113,-15.032,-42.800,-5.79,0.3376,107.7246,109.4624,33.850,3.38,88.94,8.00,6.49
Dan Murphy,Min/,2013,2011,2,826,-4.615,2.795,-0.18,0.2701,69.5832,67.1051,-28.930,-2.89,23.60,-0.25,-0.71
